"filename", "language", "JSON", "XML", "C#", "XAML", "comment", "blank", "total"
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Excel\Salztal.Dienstplanung.Excel.csproj", "XML", 0, 5, 0, 0, 0, 1, 6
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Excel\packages.lock.json", "JSON", 16, 0, 0, 0, 0, 0, 16
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\AssemblyInfo.cs", "C#", 0, 0, 2, 0, 0, 2, 4
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\AssemblyMarker.cs", "C#", 0, 0, 4, 0, 0, 2, 6
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\EmployeeEntity.cs", "C#", 0, 0, 10, 0, 0, 7, 17
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\EmployeeEntityConfiguration.cs", "C#", 0, 0, 36, 0, 0, 5, 41
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\EmployeeTypeEntity.cs", "C#", 0, 0, 13, 0, 0, 10, 23
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\EmployeeTypeEntityConfiguration.cs", "C#", 0, 0, 49, 0, 0, 5, 54
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\EmployeeTypeShiftEligibilityEntity.cs", "C#", 0, 0, 16, 0, 0, 12, 28
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\EmployeeTypeShiftEligibilityEntityConfiguration.cs", "C#", 0, 0, 92, 0, 0, 8, 100
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\Employees\SqliteEmployeeStore.cs", "C#", 0, 0, 413, 0, 0, 59, 472
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\Migrations\20260913202156_InitialServiceCatalog.Designer.cs", "C#", 0, 0, 197, 0, 2, 44, 243
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\Migrations\20260913202156_InitialServiceCatalog.cs", "C#", 0, 0, 139, 0, 3, 17, 159
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\Migrations\20260914005039_AddEmployeesAndEmployeeTypes.Designer.cs", "C#", 0, 0, 748, 0, 2, 94, 844
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\Migrations\20260914005039_AddEmployeesAndEmployeeTypes.cs", "C#", 0, 0, 193, 0, 3, 17, 213
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\Migrations\ServiceCatalogDbContextModelSnapshot.cs", "C#", 0, 0, 746, 0, 1, 94, 841
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ServiceCatalogDbContext.cs", "C#", 0, 0, 23, 0, 0, 9, 32
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ServiceCatalogDbContextFactory.cs", "C#", 0, 0, 30, 0, 0, 6, 36
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ServiceCatalogDesignTimeDbContextFactory.cs", "C#", 0, 0, 13, 0, 0, 4, 17
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ShiftPatternEntity.cs", "C#", 0, 0, 16, 0, 0, 13, 29
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ShiftPatternEntityConfiguration.cs", "C#", 0, 0, 62, 0, 0, 11, 73
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ShiftTypeEntity.cs", "C#", 0, 0, 13, 0, 0, 10, 23
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\ShiftTypeEntityConfiguration.cs", "C#", 0, 0, 47, 0, 0, 7, 54
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\SqliteServiceCatalogStore.cs", "C#", 0, 0, 309, 0, 0, 59, 368
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\StoredShiftPatternKind.cs", "C#", 0, 0, 6, 0, 0, 2, 8
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\WorkLocationEntity.cs", "C#", 0, 0, 7, 0, 0, 4, 11
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\ServiceCatalog\WorkLocationEntityConfiguration.cs", "C#", 0, 0, 32, 0, 0, 5, 37
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Persistence\SharedDatabaseMigrationBoundary.cs", "C#", 0, 0, 8, 0, 0, 3, 11
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\Salztal.Dienstplanung.Infrastructure.csproj", "XML", 0, 13, 0, 0, 0, 1, 14
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Infrastructure\packages.lock.json", "JSON", 356, 0, 0, 0, 0, 0, 356
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Planning\AssemblyMarker.cs", "C#", 0, 0, 4, 0, 0, 2, 6
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Planning\Salztal.Dienstplanung.Planning.csproj", "XML", 0, 9, 0, 0, 0, 1, 10
"c:\Users\zsolt\source\Salztal_Service_Wochenplan\src\Salztal.Dienstplanung.Planning\packages.lock.json", "JSON", 60, 0, 0, 0, 0, 0, 60
"Total", "-", 710, 49, 8279, 998, 11, 1599, 11646
